,id_tweet_pai,texto_reply,classificacao
0,1432840624361910272,"1. E a duplicação da 251, ministro? Tem alguma previsão?",questionamento
1,1432840624361910272,"1. Eu passo todo dia na 365 entre Uberlândia e Indianopolis, a rodovia está com muitos buracos, mato e mal cuidada, morrem na média 15 pessoas por ano nesse trecho! Melhoria já!",negativo
2,1432840624361910272,2. Alguma previsão de quando vão começar a duplicação da BR 153 entre Anápolis-GO e Aliança-TO?,questionamento
3,1432840624361910272,2. BR 452 está puro buraco ministro! Triste..,negativo
4,1432840624361910272,"3. Da uma olhada por nós Ministro, a BR365 está matando muitas famílias...",negativo
5,1432840624361910272,4. Ministro por favor da uma olhada na BR 153 também...duplicação urgente...faz quase dez anos que prometem e não cumpre. SOCORROOOO,negativo
6,1432840624361910272,"5. #Ministro @tarcisiogdf Em #MG tem uma PONTE na BR116 na cidade de #GovernadorValadares que está um caos!!!! Ela é antiga, e tem um movimento intenso de caminhões pesados. Um dia pode acontecer uma tragédia. Os políticos da região não fazem nadaaaa. #SOS",negativo
7,1432840624361910272,"6. Na mesma região tem a 262 que liga a BH passando por Uberaba. Até pedágio pra pista simples tem. Olho ai tbm, todo dia tem grave acidente.",negativo
8,1432840624361910272,"7. Rodovia Juscelino Kubitschek de oliveira, a MG 364 de Colômbia/SP dívisa de são Paulo com minhas gerais até Frutal/MG acesso a BR 153 está em más condições, dê uma olhadinha ministro, muitos caminhões fazem esse trajeto, a anos que está abandonada.",negativo
9,1432840624361910272,8. Vergonha as rodovias federais em #SC ministro,negativo
10,1432840624361910272,9. Sabe o que vejo @tarcisiogdf é que Pernambuco foi esquecido pelo governo federal. Nada é feito aqui.,negativo
11,1433459447888814085,1. Edital dessa concessão de 2008 assinado em 2009. Mais uma concessão mal feita e que não se punia por anos e é muito fácil saber o motivo da dificuldade que era.,negativo
12,1433459447888814085,1. Quando começa em São Paulo?,questionamento
13,1433459447888814085,"10. Esta concessão é um escárnio, a rodovia é uma vergonha. A concessão deveria ser cassada e à concessionária deveria ser banida.",negativo
14,1433459447888814085,"11. No Paraná é um absurdo, saindo de São Paulo, 18 reis e entrando no Paraná 21 reais, nem 5 km de uma para outra, isso é roubo, isso é carro de passeio, caminhão, carretas, pagam um fortuna por eixo, e em todos Pedágios do Paraná e de 17 reais pra cima. @tarcisiogdf",negativo
15,1433459447888814085,12. Tem que tirar essa concessão vergonhosa. Aquele trecho é horrível,negativo
16,1433459447888814085,"13. E porque aqui no Paraná pagamos 18,90 em uma praça só. É uma vergonha.",negativo
17,1433459447888814085,14. Tá e o Rio grande do Sul que é um roubo o pedágio!,negativo
18,1433459447888814085,"15. Por favor olha a rodovia dos imigrantes, onde o pedágio custa 30,00 reais, um verdadeiro roubo",negativo
19,1433459447888814085,"16. Tarifa da BR 277 Paraná sentido praias R$ 23,00. Assalto.",negativo
20,1433459447888814085,"17. Isso deveria acontecer na Fernão Dias também....a rodovia só tem buracos, mal sinalizada",negativo
21,1433459447888814085,"18. No Paraná é assalto o pedágio, venceu a concessão e vamos continuar sendo explorado. Tinha que abaixar 70%, mas não acredito nisso.",negativo
22,1433459447888814085,19. Essa via é horrível em todos os requisitos. Péssimo exemplo de concessão nesse caso.,negativo
23,1433459447888814085,"2. Boa, e o techo da Ecosul, polo Pelotas BR 116 e BR 392, R$12,90 para automóveis?",questionamento
24,1433459447888814085,2. Espero que isso aconteça com as outras rodovias que estão na mesma situação. Olha a BR-040 aí ! Lixo total! Já passou da hora de agir.,negativo
25,1433459447888814085,20. A br 153 no estado de São Paulo está absurdamente precária. Toda esburacada e um trânsito intenso e lento.,negativo
26,1433459447888814085,21. Autopista fluminense br101 tem obra abandonada,negativo
